"305";"Ankerkabel schiet los";"6698591/736c989d/";"Snel rennen!"
"306";"Je hebt mijn tante uitgescholden";"6698824/70f8d631/";"""Ik wil niet vechten"". Younes heeft daar schijt aan."
"307";"Hm, moeilijke vraag, privé.";"6698342/dd339a4a/";"Tobias doet niet zo moeilijk over het huwelijk en zegt tegen zijn verloofde wat veel mannen eigenlijk denken."
"308";"Stier vechten";;
"309";"Als papa de muziek mag kiezen";"6700475/3fc97962/";"MOTHERFUCKASSSSSSS"
"310";"Man met passie";"6699936/7995035f/";"Foppe vindt het mooi"
"311";"ISIS-strijders op weg";"6699564/65a54244/";"Wel in een gele onderbroek hé!"
"312";"Even de benen opwarmen";"6700420/025f6903/";"Werkt altijd"
"313";"Mop van de dag";"6699410/c4555e60/";"Het is groen en het zit in de kerk?"
"314";"Dat is hondenschijt";"6699457/c8f14204/";"Nee, ECHT!"
"315";"Sneuneus jaagt stoeptegel door ruit van politieauto";"6699970/3597d2b8/";"Kijk mij een held zijn!"
"316";"Dikke tetten en minimiddel";"6700280/72925b6b/";"Kost je een paar ribben maar dan zouden zelfs een paar reaguurders je niet meer doen"
"317";"Een apart cadeautje gevraagd.";"6701909/54006d68/";"Gaan we regelen!"
"318";"Aap ziet goocheltruc";"6701965/b6fa4d6e/";"Hihhi goeie!"
"319";"Manchester Utd wegtikken";"6701938/7508a6cc/";"Wolfsburg sloopt van Gaal. Eindhoven blij."
"320";"''Wat is dit? Wat is dit?!''";"6701080/9e80f5bf/";"Je bent aangehouden, dat is dit."
"321";"Kijkersvraag van geile oma";"6701691/f7476fd2/";"Oma vindt het niet ordinair genoeg bij VI"
"322";"Raketgeleerden gaan wild";"6701278/681cc237/";"Ben je ooit zo blij geweest met je werk?"
"323";"De die-hard Dumpertfans vanochtend";"6701431/364e8517/";"De pro-reaguurders hadden een bijeenkomst georganiseerd en bekeken Dumpert op een groot scherm terwijl Willianus op de F5-toets aan het rammen was."
"324";"Vuilnisman met een opdracht";"6701372/03559c1b/";"Matras pakken zonder de waggie te verlaten. Plezier op je werk!!"
"325";"Jongetjes duiken in zee tijdens storm";"https://youtu.be/Ui0vpIg7G3Y";
"326";"Sexi dansje";;
"327";"Parkeermeneer faalt hard";"6701533/781ef22e/";"Laat mij maar even..."
"329";"Dansroutine nieuwe PSY-clip geen lachertje";"6703368/ff19375e/";"Kijkje tijdens een danstraining, zonder knippies"
"330";"Lange Frans heeft kamervragen";"6703559/823dbd37/";"Lange Frans gaat helemaal aluhoedje bij Giel. Hij pakt ze allemaal!"
"331";"Auto vs boom";"6703038/42d229c5/";"Dat is geen partij natuurlijk"
"332";"Conor McGregor unexpected thug life";"6703151/81c179c8/";"Dada-dada-daaaaaa!"
"333";"DUMPERTDUEL (2) - Blind inparkeren!";"6702629/86f2f0d1/";"Let op, dan leggen we DumpertDuel nog een keertje uit. Dit is de bedoeling. Quid en VanLeeuwen moeten een vrij simpele opdracht uitvoeren. Bijvoorbeeld: parkeer een auto. Maar dan gooien we er vervolgens een absurde belemmering in. Bijvoorbeeld: een blind"
"334";"Terrornijn verkracht peos";"6702879/e43c7d52/";"Gekkigheid"
"335";"Giel stopt Mainstreet cover";"6702265/1d178f5f/";"Mainstreet zingt vals op 3FM en Giel Debiel grijpt in (op 03:25)"
"336";"Op een ei staan";"6702518/7ed00cdd/";"Met je dronken kop.... challenge accepted"
"337";"Tuba smackdown";"6702776/4947ff77/";"Toet, toet, bam!"
"338";"Olga Chocolate";;
"339";"Dumpert Heeft Talent";"6708279/8b7c4e09/";"Dikke dansskills met spetterende opkomst ALLES!!!"
"340";"Dumpert's Got Talent Tirolerfuck";"6708539/6890702a/";"Voor de fans, de Tirolertokkie"
"341";"Twerken";;
"342";"Gozert slaat autoruit in";"6708084/1cf2c888/";"Oh wacht"
"343";"IJs of geen ijs, ik ga naar mijn werk";"6708525/50063e96/";"Okee fuck dit, ik kruip wel naar huis..."
"344";"Honden uitlachen na val";"6708552/8e223217/";"Karma strikes again"
"345";"Feestje in de woonkamer!";"6708293/ddc2e323/";"Nog een potje over van oud en nieuw, vindt de vrouw mooi"
"346";"Gek stompmeisje in Onrendabelen Vervoer";"6708294/c99076e5/";"De één scheldt je de moeder en de ander gaat op je bek stompen. Lekker smerig stel..."
"347";"ongecensureerde versie betrapt stel";"6708200/309615c6/";"Zonder het logo. Graag gedaan"
"348";"De dood in de ogen kijken";"6708729/166f4af5/";"Dat ging echt maar net goed (actie @ 1:18)"
"349";"Boodschappenmeneer is held";"6708276/cb7273d1/";"Bitchvechten doen we maar ergens anders, bontkraagtrutjes"
"350";"Minigun van Romeinse kaarsen";"6708820/445bd19b/";"Keurige plek uitgekozen +1"
"351";"Thijs pesten";;
"352";"Iemand in elkaar slaan in de trein";;
"353";"Bret en Ernie";;
"354";"Charlotte borst kanker";;
"355";"All you can eat";;
"356";"i saw tities vechten";;
"357";"binnen op een verkeerd moment";;"en toen reed je trein weg"
"358";"Groote mond";;
"359";"Nudisten kamping";;
"360";"Door het ijs bij school";;
"361";"De sloot was nog niet bebroren";;
"362";"IJs mietjes";;
"363";"Bikini tip 1";;
"364";"Bikini tip 2";;
"365";"Bikini tips 3";;
"366";"bikini tips 4";;
"367";"Voor marleen";;
"368";"Achter voling";;
"369";"Plassen op de trampo";;
"370";"sing ";;
"371";"10k";;
"372";"maxiem";;
"373";"meisje slaat jongen";;
"374";"prank hars strip";;
"375";"proost oude vrouw";;
"376";"duits sex liedje reclame ";;
"377";"dumpert luloos";;
"378";"I want to have sex";;
"379";"Enzo prank";;
"380";"Nutrilon prank";;
"381";"Terror clown";;
"382";"Hond/spin lift prank";;
"383";"Nutrilon prank excuse";;
"384";"auto sleutels jatten van dieven";;
"385";"vader dochter dief";;
"386";"neger slaan";;
"387";"Bier gooien naar Dino";;
"388";"het is glad in Rusland";;
"389";"Intercom Dumpert";;
"390";"Prank gaat fout";;"vol in het gezicht"
"391";"Vader is boos";"6718518/3224516b/";"Met je poten van mijn dochter blijven!"
"392";"Kliko schrikboeprank";"6717982/af2c6b3c/";"ROT OP met je kutpranks!"
"393";"Westlandse pizzabezorger helemaal knettah van morfine";"6718562/afe1cde1/";"Mama, wil je een selfie maken?"
"394";"Beatbox winkelmeneer";"6720096/27b71278/";"De fietspomp-move gaat het helemaal maken dit jaar."
"395";"Tennisster is blij";"6719162/3b49cc60/";"Een heerlijk gevoel inderdaad."
"396";"Morgen sta ik weer in de Hema";"6721075/c7b1ca8f/";"Amateurs van VVSB verslaan Den Bosch en staan in de halve finale van de KNVB beker. Parami van VVSB moet morgen weer stage lopen."
"397";"Darkraver met z'n zoontje in de auto";"6721491/1ed99b13/";"Gaat helemaal los!"
"398";"Check mn wheelie";"6721545/c81a58ef/";"Als je nou niet zo dom deed, had je nu je slippers niet hoeven te zoeken.."
"399";"VMBO-bontkraagmeisje zoekt ruzie";"6720052/d6585be9/";"Hulde voor de wegloper!"
"400";"Dit vraagt om een bijbel!";"6722382/7dc50f4c/";"Vrolijke carnavalsfittie"
"401";"Gast gaat voor topscore";"6722803/afa80212/";"Dat heeft ie vaker gedaan"
"402";"Met een Ford Ka een BMW proberen bij te houden";"6723071/f57bf31c/";"Hee een tegenligger..."
"403";"Hardwell viert Nederlands Carnaval in Argentinie";"6722472/1cf0a77f/";"Hardwell sluit zijn set in Buenos Aires af met ""Paard in de gang"""
"404";"Stadswacht is streng";"6723535/3156d871/";"Stadswacht van Groenlo houdt deze man aan omdat jij 1 meter te vroeg begon met fietsen waar je niet mag fietsen"
"405";"Tweeling vader";;
"406";"Brute verkrachting";"6723556/35adbc35/";"Oh wacht.."
"407";"Moet je dit water eens zien!";"6723228/cab21b67/";"Je gelooft je ogen niet!"
"408";"Recht op plassen";;
"409";"dumpert carneval hit";;
"410";"Wildplasmeiskes betrapt bie carnavoal";"6722971/aff7d1c2/";"BUSTED in Breda!"
"411";"Mevrouw is boos op McDonalds";"6723061/c6263daf/";"Redneck wil verdomme die extra McRib"
"412";"Hitler Crab";"6725233/44e8b905/";"KOM vechten dan!"
"413";"Meisje kan nie tennissen nie";"6725957/e227d72b/";"Die ballen vliegen alle kanten op"
"414";"Pietje heeft de verkeerde kleren";"6725437/6f66a78d/";"Ja dag pap! Ik ben voor die andere!"
"415";"Arnie snapchat";"6724767/404355c3/";"GET TO THA CHOPPAAA"
"416";"Valentijnsverrassing voor vriendin";"6725235/cb64678f/";"Kijk bitch! Foto's van iedereen waar je mee bent vreemd gegaan!"
"417";"Baby owned moeder";"6725520/e89c8457/";"Blijf van mijn taart, bitch!"
"418";"Helpen met sleutels zoeken";"6725755/0f95782a/";"Goeie grap Roderick-Willem!"
"419";"Vreemd geluid boven Enschede";"6725514/48a020a6/";"WTF?!"
"420";"Wat krijg je als een ADHD'er gaat playbacken?";"6724196/250be823/";"Een bazen filmpje."
"421";"Vier mannen redden moeder en kind uit auto";"6724214/320cab24/";"Gisteren in Amsterdam hebben vier mannen een moeder en een kind uit een zinkende auto gered, Hulde voor deze helden!"
"422";"Wat gaan jullie doen met Valentijsdag?";"6724974/bc6d4c22/";"Ontbijtje, koffie en ...."
"423";"Dat wordt een kut Valentijnsdag";"6724784/cd3a997c/";"Dat wordt een kut Valentijnsdag"
"424";"Voer voor nachtmerries";"6725530/a69a1e21/";"Zo krijgen kinderen dus trauma's..."
"425";"Videofuck du Jour";"6726074/f782b0c8/";"Oh internet toch.."
"426";"Rekenwonder doet uitleg";;
"427";"Kleine veearts haalt lammetje";;
"428";"Meisje molt pestkop";;
"429";"Daar moet een piemel in";;
"430";"video fuck";;
"431";"video fuck + SnoopDog";;
"432";"freek fonk video fuck";;
"433";"kanye west K3";;
"434";"Herres swek rapperts got talent";;
"435";"VW Transporter vernedert BMW M3";;
"436";"Roltrap schiet in zijn achteruit";;
"437";"Meisje zoekt hulp";;
"438";"BMW veroorzaakt ongeluk Rotterdam";;
"439";"Bijdehand tegen papa?";"6729933/220671c7/";"Oprotten kleine!"
"440";"Niet ALLE pranks zijn slecht";"6730698/812d1ffe/";"WAT RAAK JIJ MIJN HAND AAN?!"
"441";"Godskolere weer krabben...";"6729198/9e922e38/";"Duurt lang.... <a href=""https://www.autobahn.eu/224/analyse-vrouw-randt-auto-aan-auto-slaat-van-zich-af/"" target=""_blank"">Uitgebreide analyse op Autobahn.eu</a>"
"442";"Buren worden gek";"6730729/3ce8ce1f/";"DAAAAG DOOOEEEEI!!1!!!!"
"443";"Bomenliefhebber dist verslaggever";"6730484/063bae9e/";"Omroep Zeelander gepwnt"
"444";"Zus laat broertje schrikken";"6730382/d1d2294a/";"Wat een schatje!"
"445";"Leukste deurbel ooit";"6730086/88fb22b1/";"Uberbaas!"
"446";"Jij bent blauw";"6729525/62cac794/";"Dus dit liedje is voor jou!"
"447";"Fietser pesten met fake treingeluid";"6730785/6cf75404/";"Ik heb mijn Bluetoothspeaker op de treinlichten gezet en het treinsignaal nagebootst waardoor je fietsers en voetgangers kan pesten."
"448";"Bijna weekend dansje";"6729439/637e57eb/";"Wat een liev meisje"
"449";"Kinderen zien voor het eerst een drone";"6729316/e2c564d0/";"Massale paniek"
"450";"Ik wil alleen maar ruggen zien";"6731404/22749ccf/";"Hoeren zo hard neuken, je weet toch?"
"451";"Blunder op de babyshower";"6731773/fc0de17d/";"Gefeliciteerd eh?! (Fragment uit het televisieprogramma Jan rijdt rond)"
"452";"Aso-inhaler krijgt portie karma";"6731333/e089957e/";"""Nee meneer de agent, ik werd aangereden door de vrachtwagen ik kan er niks aan doen!"""
"453";"Amateursvoetballers staken na oerwoudgeluiden";"6732292/f9c6592c/";"En de scheids is een natte wind"
"454";"GHBtv op bezoek in het Westland";"6732029/6330567d/";"Schaamteloze promotie natuurlijk (<a href=""&#10;https://www.youtube.com/watch?v=oAhD6rIPRgs&#10;"" target=""_blank"">VIA</a>)"
"455";"Comazuipers uit het Westland";"6733122/eacbf364/";"Hoeveel kan je er op?"
"456";"De schrikboebeer";"6732785/8ccceec4/";"Je collega de tiephus laten schrikken!"
"457";"Ik bepaal verdomme de pauze";"6731352/54dfdd1d/";"Je hebt geen grote mond tegen mij!"
"458";"Weer mooi weer!";"6732828/52babd51/";"Vannacht was het Monterrey - Tigres. Zeg maar het Feyenoord - Ajax van Mexico. Weermevrouw Yanet Garcia was voor de uitclub. (Die verloren overigens met 1-0.)"
"459";"Kind pesten met toeter";"6731643/8f6ec351/";"In your face"
"460";"Interview met een politieagent";"6735087/da948944/";"Wait for it... [VIA <a href=""http://www.rtvnh.nl/nieuws/181530/video-man-kotst-tijdens-televisie-interview-met-politie"" target=""_blank"">RTVNH.NL</a>]"
"461";"Eindelijk iemand die FaceSwap snapt";"6733994/f1397cef/";"LOL!"
"462";"Barman maakt foutje";"6734639/0fc54738/";"Sorry mevrouwtje! Kan gebeuren."
"463";"Oma pwnen";"6734709/05ec21d6/";"Lekker kippetje he?"
"464";"Ik hoor dat het weer goed is";"6735537/54928613/";"Zakmesjongen heeft teveel Fristi op"
"465";"Ronnie kopt een biertje";"6734917/23e5236c/";"Optyven met die teringherrie!!11"
"466";"Oudere pestkoppen slopen kindje";"6733683/8eda0cda/";"MANHUNT! Wie zijn deze twee kloodtzakjes? <a href=""&#10;http://www.geenstijl.nl/mt/archieven/2016/03/video_oudere_pestkoppen_slopen.html"" target=""_blank"">Topic op GS</a>"
"467";"Burenfittie bij Rijdende Rechter";"6733542/6b1a20ae/";"Sneeuwschuiven in de steeg"
"468";"Ik moet kotsen";"6734409/92d27d80/";"AAN DE KANT"
"469";"Quid & René knallen in een Tesla Model S";"https://youtu.be/fb_khb6sRo8";"Via de asfaltboys van AUTOBAHN.EU mochten we vandaag een Tesla Model S P90D uitproberen. Dat vonden Emma, Anna, Marleen, Rapper Sjors, Ons Nick en de mevrouw van de snackbar wel leuk En wij dus ook."
"470";"Voet snoepje";;
"471";"Zure spray";;
"472";"Jaw breaker";;
"473";"Tien jaar Dumpert!";"6738362/c835730b/";"De enige echte Godfather van Dumpert, Joris von Loghausen, legt het ontstaan van Dumpert uit."
"474";"Gekkie in de metro";"6739051/18ce39b9/";"Meneer grijpt in."
"475";"Krak zei het treintafeltje";"6738765/56b339b9/";"Onoplettende jongemang denkt dat klaptafeltje een stapelbed is"
"476";"Viezerik maakt stiekem foto's";"6739729/0f2b9536/";"Paar geyle upskirts scoren!"
"477";"Voeten op de bank = pepperspray";"6738343/82b09c9c/";"Agenten peppersprayen meneer die voeten op de bank heeft"
"478";"Zaadjes vreten in de metro";"6736056/4019dbf1/";"HOER?! ZO pakken ze aso's aan in China. Doet ie nooit meer."
"479";"Fightclub Hulst loopt uit de hand";"6738891/b765f3c8/";"Politie kijkt toe. Kopschopper schopt kop."
"480";"Wat is de ergste SOA?";"6737090/258e76c8/";"Een waar je niet meer vanaf komt natuurlijk."
"481";"meisje heeft motoriekprobleem";"6738848/baca880f/";
"482";"Roadrage in de sneeuw";"6736535/8a63b736/";"Joepie! We zijn botsauto's!!"
"483";"Hardcore brei-oma";"6737324/36df9881/";"Heeft vroeger wat uitgevroten... WTF?"
"484";"Kortpittig kapsel valt Moslima aan #2";"6742616/d7b47f6a/";"Het hele filmpje"
"485";"Problemen met grote kwarktassen";"6740549/91032cd1/";"Huh? Ik zie geen probleem, ik zie tieten. Het enigste probleem is die muts die er maar doorheen blijf lullen."
"486";"Bomen uit de V&D!";"6740948/71d84a70/";"ALLES MOET WEG!"
"487";"Lekker buitenspelen in ALLKMAAARRRR";"6740755/ffca4a28/";"Tuig nu ook al in Nederland bezig"
"488";"Niet gevonden";"Video niet gevonden"
"489";"Nacht OV";"6741371/fc60cc4e/";"Echt het beste idee OOIT!"
"490";"Amateurgoal van het paasweekend";"6742176/5cf4e2f1/";"Geef die man een lollie"
"491";"Gezellig vechten op vrijdag";"6740982/467106f9/";"Of die snol met die rode jas en haar uitdagende dikke plofkop even haar bek kan houden."
"492";"Man is slachtoffer van lapdance";"6742325/28e17653/";"Complete leegte in zijn ogen..."
"493";"Zielige kudt prank";"6742010/165d536f/";"TYF EENS OP JE BENT NIET GRAPPIG!"
"494";"Mauri heeft weer een goede prank";"6742166/810ab8d7/";"HAHAHA, deze is wel goed!"
"495";"Een cyste van 30 jaar oud";"6746241/b55b9e2c/";"Oeh wat een fijne camembert!"
"496";"Mevrouw heeft tegen gestemd";"6746419/8581e8f1/";"Plausibele reden. Plausibel<br>
Via <a href=""http://www.rtvnh.nl/"" target=""_blank"">RTV NH</a>"
"497";"Brugpiepers pesten";"6749903/f761d15d/";"Kleintjes slaan goed van zich af dit jaar"
"498";"Agenten falen bij dakje";"6749909/1280456b/";"Nog even een extra fysieke training kan geen kwaad hier"
"499";"Wat is dat voor een muziek";"6749083/7313423b/";"Oh, het is weer maandag"
"500";"Kantoormeisje pesten";"6748545/5a6fbb7c/";"Nooit je computer ingelogd laten staan als je naar de plee gaat"
"501";"Dronken toerist & nuchtere Amsterdammer";"6749357/8120e8a0/";"That's why they come to Amsterdam."
"502";"Pappa ik heb iets heel ergs gedaan";"6350/7e370664/";"Kun je me komen halen, graag wel een teiltje meebrengen..."
"503";"Ouwe ballen die!";"6693587/7ea8097a/";"Hatseeee!!"
"504";"Streaker fail";"1295311/4a0981d5/";"Moehahahahah! sta je dan.."
"505";"Kind is HEERSER!";"297911/3c99b071/";"Jeeeeeeee!"
"506";"Classic:";"1948701/da1d1d92/";"Politie vangt pony"
"507";"Karma is a BIATCH!";"1399391/c3ee830b/";"Mager scharminkel pest dikzak en moet boeten"
"508";"De verkeerde kaaant";"42322/7b605c1b/";"Opa vertelt verhalen uit de oude doos"
"509";"Vroeger. Toen was het pas keiglad";"34614/6dd8b0fb/";"Een korte rolprent over klimaatproblemen in Brabant"
"510";"Dit Is Een Jonko......";"259261/0d74d85a/";"Hey Swa. Je staat op GeenStijl."
"511";"Haanmevrouw";"2040091/eec93760/";"HANDTEKENING HANDTEKENING!!!!11!!"
"512";"Liev Japans meisje valt in bad";"6386502/85066997/";"Nu is ze helemaal nat. Bah!"
"513";"De parel onder de internetklassiekers";"6553466/ec0ead69/";"Het epische optreden van de Crazy Frog Bros."
"514";"Had je een probleem?";"28215/ba18b3a2/";"De Nederlandse Al Pacino loopt gewoon op straat. Briljant stukje acteerwerk. Die homo van een Daan Schuurmans KAN dit niet."
"515";"Blaastest fail";"479721/4aca50c5/";"Nee opa, het is geen fles whiskey."
"516";"Agent leert negert vliegen";"963101/efb279dc/";"KK homo?? HIER pak aan!"
"517";"Ik heb toch niks verkeerd gedaan?";"6626318/620d8341/";"Ja nou wel!"
"518";"Schoft trapt schoolmeisje onderuit";"http://media.dumpert.nl/foto/c6313d59_bustedd.jpg.jpg";"Kleine meisjes van achter aanvallen, kan het nóg laffer?"
"519";"KLM Boeing 777 PH-BVB spectaculaire landing";"https://youtu.be/02ddnGzxNZs";"Vanmiddag Zomerstorm des deauds op Schiphol"
"520";"Arrestatie op het Museumplein";"33615/e325e4d8/";"Deze gozer steelt petje van de ME! Niet zo slim achteraf.. -edit: wat een ontzettend strakke actie van de politie. om dit misselijke mannetje keihard te straffen. hulde, kudo +10-"
"521";"Mama cancelt WoW account";"544971/36c89824/";"Gastje wordt boos"
"522";"McGregor vs Diaz";"6732253/ae875655/";"Laatste seconden van een bloederig potje"
"523";"Maaien!";"6756409/06c8a3af/";"Sessie vrij worstelen in de schoolgangen"
"524";"Koningsdagfittie in de trein";"6761705/018a2d26/";"Gefeliciteerd Willy!"
"525";"Aso gonna aso";"6764457/82ac82fb/";"Dat ging echt maar net goed.."
"526";"Hoverbaord flip";"6764565/ca4e5116/";
"527";"Lekker in je eigen wereld";"6761089/a8158c20/";"Dansen alsof je leven er vanaf hangt"
"528";"Fijne dag nog";"6759931/7f1778fd/";"Groetjes."
"529";"Agent in burger mept erop los";"6764233/75cf04c2/";"Beelden van een arrestatie in Arnhem. Een agent in burger (grijs shirt) mept er tientallen keren op los voor de verdachte zich overgeeft."
"530";"boer jaagt protestgekkies van zijn land";"6765343/02e83155/";
"531";"Fietsritje in Central Park";"6767805/a57d0d3b/";"""That was asking for trouble."""
"532";"Man heeft een leuk feestje gehad";"6767617/69d514a2/";"Mama's Pride bezoeker heeft moeite met naar huis komen"
"533";"Daadkrachtige beveiliging";"6762653/4f81a302/";"Bam, op je muil!"
"534";"Oude man laten schrikken op het station";"6765635/43b1676e/";"Jeugd van tegenwoordig..."
"535";"McDrive medewerker heeft het warm";"6766553/49f16d69/";"Alsjeblieft!"
"536";"Kassameisje pesten";"6765163/92c3f056/";"Mooi als het werkt"
"537";"Man staat ontzettend voor lul";"6768385/949ecdeb/";"HELEMAAL NIKS HEBBEN WE! (Via <a href=""http://www.at5.nl/artikelen/155871/spelersbus-bij-arena-opgewacht-door-handjevol-supporters"" target=""_blank"">AT5</a>)"
"538";"Brett aan de telefoon";"6767647/a0424e42/";"Pak ff vast dan"
"539";"Fietsbrug fail";"6768957/ed746dd9/";"Koos, wat te doen bij een dichte slagboom?"
"540";"stripper";;
"541";"VERSTAPPEN FINISH IN HD!";"6773521/ffbddb2b/";"Met geweldig commentaar van emotionele Olav! YOOO HEEE!"
"542";"Knock-out";"6771047/0d7fdd89/";"Maar ik laat me bier niet los..."
"543";"Inzending Dumpert Zomerhit 2016";"6769539/7663c40b/";"Die gaan het ver schoppen!"
"544";"Politie redt hond uit auto";"6770551/d4094084/";"En lekker zelf de kosten betalen. Karma. 
(Via <a href=""https://www.facebook.com/politieroermond/"" target=""_blank"">Politie Roermond</a>) 
"
"545";"Bierworp van de dag";"6772885/a23e7039/";"Lil Kleine vangt dat biertje vol op zijn bolletje"
"546";"Drie ton bitchezz";"6770879/b0f38ced/";"Dikke fissa in de wagen"
"547";"Postbode in de overgang";"6771111/f46d1ca0/";"WAT ZEG JIJ DAAR?!"
"548";"Vriend gaat voor het eerst vliegen";"6770273/0a9fecce/";"Hij was al zenuwachtig voor de douane, maar gelukkig hebben zijn maten een verrassing achtergelaten."
"549";"Je moeder is een kankerhoer";"6772687/c5add240/";"DJ Dave Roelvink houdt niet van zijn biergooiende bontkraagfans.

Topic op <a href=""http://www.geenstijl.nl/mt/archieven/2016/05/stelletje_barbaren.html"" target=""_blank"">GeenStijl</a>"
"550";"Panda is een rellert";"6774955/6a1c5380/";"Ik troll jullie allemaal de moeder!!!"
"551";"VanLeeuwen test Uncharted 4 uit";"6774717/63a501cc/";"<p>Met Joris, Quid en Marleen speelde René afgelopen vrijdag een stevig potje Uncharted 4 op de Playstation. Hele stream terugkijken kan <a href=""https://www.youtube.com/watch?v=SxgwOUfx4pQ"" target=""_blank"">hierrr</a>.</p>"
"552";"Dikkie van de glijbaan";"6772013/13196dc4/";"BOMMETJEEEE!!!!"
"553";"De Rijdende DumpertRechter";"6775179/dace2450/";"Rookmevrouw versus paalmeneer (<a href=""http://www.geenstijl.nl/mt/archieven/2016/05/komt_die_schuttingpaal.html"" target=""_blank"">Zie topic GS</a>)"
"554";"Baby houd van pijn";;
"555";"Hoofdpijn na avondje stappen";"6780739/4c705485/";"Hebben we allemaal wel eens"
"556";"Pauper doet driften";"6781113/7791915c/";"Ja, ook in Groningen heb je Lantaarnpalen.."
"557";"Fuckfuckfuckompilatie";"6777521/4d47cb35/";"De allerleukste fucks tot nu toe"
"558";"Verslaggeefster besluipen";"6782727/9a246d46/";"Mascotte heeft lol"
"559";"Gewoon een filmpje zonder context";"6778885/5ebad530/";"+1 kudo voor de oma"
"560";"Helemaal naar de klote!";"6781433/2bc13091/";"Laurentius student ligt wel prima zo..."
"561";"Kruipend naar huis!";"6781569/8f41fc21/";"Het was een zware avond"
"562";"Snel snel red mij!";"6780301/5cd5d8d0/";"Vrienden boeit het niet"
"563";"De Graafschap-'fans' kunnen niet tegen verlies";"6780275/f7982229/";"Verstandelijk beperkte tokkies gaan feestende spelers Go Ahead te lijf na het laatste fluitsignaal."
"564";"Post bezorgen anno 2016";"6779211/55ade46c/";"Liever lui dan moe.."
"565";"Opletten is een kunst";"6779281/bdb9e627/";"*Zucht*"
"566";"Biergooien op Yes-R";"6782021/1badb223/";"Sta je dan, zonder biertje.."
"567";"Die ga ik breken";"6782587/a5ced16e/";"Met een borrel op kan je alles!"
"568";"Levende baby-muisjes eten in Thais restaurant";"6781979/96e7202b/";"Gadver, ik ben meer van de gestampte muisje"
"569";"Vrouwen in de keuken";"6782745/a8b3c406/";"Waar we hopen en hoe het echt gaat"
"570";"Ken je de boobluge?";"6788289/dd212493/";"Schijnt de nieuwe zomertrend te worden, ik ben voor!"
"571";"Spelen met vuur";"6787139/f3f13f00/";"Slimste idee ooit"
"572";"Op een boze Rus schieten...";"6786813/1e10b5a9/";"Nee niet doen, dan wordt ie alleen nog maar bozer"
"573";"Buschauffeur heeft schijt";"6787555/5d45d1f4/";"In Arnhem Presikhaaf reed de bus op tijd!

<br>
INFO over noodweer <a href=""http://www.geenstijl.nl/mt/archieven/2016/05/plons.html"" target=""_blank"">bij GeenStijl</a>"
"574";"U mag voor!";"6782427/4e7b2130/";"Dronken Rus is overdreven beleefd tegen de spiegel"
"575";"Fittie op de roeicub";"6785951/875b185b/";"Hey rare meid, laat mijn das los"
"576";"Trucje met fles";"6787019/23c776ef/";"Holy shit, vette skills"
"577";"HeldOpa tackelt straatschoffie";"6785273/206c3256/";"Filmpjes waar we geen genoeg van kunnen krijgen. VVS gefilmd, dus is het waar & door ons voorzien van extragratis herhalingen & slomo's. Ergens in Nederland grijpt een Onverschrokken HeldOpa in bij een sensationele politie-achtervolging. Bij de Sterke Arm"
"578";"Leerling trollen";"6783491/eee92624/";"Rij-instructeur legt leerling de werking van een slagboom uit"
"579";"Oma leert snapchat kennen";"6788513/2012c209/";"Vervelend al die filters!"
"580";"Heftige schietpartij in Utrecht";"6786021/5ab5c9e1/";"Amerikaanse taferelen in Nederland"
"581";"Knul <3 Hammie";"6785065/b0a0883e/";"Best cadeau voor je kids OOIT"
"582";"Eieren gooien op conducteurs";"6789549/0afbbae5/";"Zo droef dit (<a href=""http://www.geenstijl.nl/mt/archieven/2016/06/kutpranks_altijd_nul_reeten.html"" target=""_blank"">Topic op GS</a>)"
"583";"Eerste keer op de scooter";"6794675/b5204015/";"IK STOP!"
"584";"Boze Rus vs motorcrossert";"6794563/e46a0777/";"ga daar maar in de netels liggen!"
"585";"Helemaal klaar met aandachtshoer";"6794001/3baaee3d/";"Weg ermee!"
"586";"Meerijden op het dak van de trein";"6795675/e6d363c8/";"Vloggers gaan een stapje verder"
"587";"Totale Lul flasht micropenis";"6794547/855e92c9/";"Stilstaan midden op de snelweg omdat je een onenigheidje hebt, dan ben je net een klein kind. Maar dat is ook wel te zien aan de grote van zijn snikkeltje."
"588";"Bowling Spare 3.0";"6794375/9c199bff/";"Papa laat wel even zien hoe het moet!"
"589";"Tourettes Guy in de mix";"6791855/2acb4f86/";"Wanneer houdt het op?"
"590";"Dus jij wil vechten?";"6790309/76f9d55f/";"""NIET MET ME FUCKEN!!"""
"591";"Boobluge de milf editie";"6790383/e8804a35/";"Manlief staat er ongemakkelijk bij te lachen.."
"592";"Dumpert Zomerhit Forget My Name";"https://youtu.be/ETQ-n4FMhCU";"Kan je als talentloze boyband een hit scoren? De boys van <a href=""https://goo.gl/dcRboK"" target=""_blank"">Streetlab</a>  doen als alter ego Side2Side een WTF poging samen met rappert Rene Froger. 
Kunnen we deze no.1 krijgen om de Top40 te fucken?"
"593";"Vol tegen de tavel";;"Die tieten zitten niet meer aan de voorkant"
"594";"man is boos en gooit alles er uit";;"Ben ik toch weer blij dat ik niet in zo'n vlat woon"
"595";"Zo doe je dat";;"Gewoon een goede trap"
"596";"Een echte fan";;"Of toch niet"
"597";"WK";;"Penis poster"
"598";"Ik vind haar gewoon een lekker wijf";;
