"57";"DUMPERTREETEN (57) met Marleen!";"2016-06-15";"6804241/42dcb8c0/";"tmJ7yG2Z2hA";"<p>Vandaag met Marleen, Quid en een hol geluid omdat René en Nick ALLE CAMERASPULLEN MEE HADDEN GENOMEN.<br><br>

Dit zijn de filmpjes die worden gereet:<br><br>

<a href=""http://"" target=""_blank"">NEE, we gaan eten doei.</a></p>";"a:2:{i:0;s:1:""4"";i:1;s:1:""7"";}"
"58";"DUMPERTREETEN (58)";"2016-06-22";"6813241/71f8cd16/";"18mmWQoEBso";"<p>VanLeeuwen is weer terug! En Marleen ook (eventjes)! Wat een feest, want Quid is er ook gewoon bij! Dit zijn de filmpjes die worden gereet:<br>


<a href=""http://www.dumpert.nl/mediabase/6806439/2188671e/bijna_weekend_whoo_.html"" target=""_blank"">Bijna weekend whoo</a><br>

<a href=""http://www.dumpert.nl/mediabase/6808043/8e79149a/tandarts_zal_trots_zijn.html"" target=""_blank"">De tandarts zal trots zijn</a><br>

<a href=""http://www.dumpert.nl/mediabase/6803063/5aefc7f3/boosopa_bij_arnhem_slaat_door_je_dak.html"" target=""_blank"">Boos-opa bij Arnhem slaat door je dak</a><br>

<a href=""http://www.dumpert.nl/mediabase/6808937/a01027fb/bierdouche_2.0_voor_ronnie.html"" target=""_blank"">Bierdouche 2.0 voor Ronnie</a><br>

<a href=""http://www.dumpert.nl/mediabase/6807189/aa02d3d2/bieber_pleurt_van_podium.html"" target=""_blank"">Bieber pleurt van podium</a><br>

<a href=""http://www.dumpert.nl/mediabase/6805399/864354e9/noord_ieren_doen_noodoproep.html"" target=""_blank"">Noord-Ieren doen noodoproep</a><br>

<a href=""http://www.dumpert.nl/mediabase/6809757/9cb69176/ierse_fans_zingen_voor_een_baby.html"" target=""_blank"">Ierse fans zingen voor een baby</a><br>

<a href=""http://www.dumpert.nl/mediabase/6810765/6bf1b47a/ey_swa_kanker_harde_jonko.html"" target=""_blank"">Ey swa kanker harde jonko</a><br>

<a href=""http://www.dumpert.nl/mediabase/6804479/4dfcfd9e/kiekeboe.html"" target=""_blank"">Kiekeboe</a><br>

<a href=""http://www.dumpert.nl/mediabase/6806187/22ba7cd0/kind_is_voor_niets_bang.html"" target=""_blank"">Kind is voor niets bang</a><br>

<a href=""http://www.dumpert.nl/mediabase/6804481/7a8f9fb0/ik_moet_pissen_als_een_stier.html"" target=""_blank"">Ik moet pissen als een stier</a><br>

<a href=""http://www.dumpert.nl/mediabase/6809697/de7238ee/harry_op_pinkpop.html"" target=""_blank"">Harry op Pinkpop</a><br>

<a href=""http://www.dumpert.nl/mediabase/6810145/fe195ea8/dumpert_in_beweging.html"" target=""_blank"">Dumpert in beweging</a><br>
</p>";"a:3:{i:0;s:1:""2"";i:1;s:1:""4"";i:2;s:1:""7"";}"
"59";"DUMPERTREETEN (59)";"2016-06-29";"6821281/e55c64b7/";"f5p4jfjhHfM";"<p>De week is alweer bijna voorbij want het is DUMPERTREETEN-tijd! Met in deze aflevering Quid, VanLeeuwen, Marleen, Joris en Lex, bekend van <a href=""http://www.dumpert.nl/mediabase/6803453/59e5fc22/tic_bestrijden_met_hobby_s.html"" target=""_blank"">dit epische filmpje</a><br>. 


<br><br>Dit zijn de filmpjes die worden gereet:<br><br>

<a href=""http://www.dumpert.nl/mediabase/6820683/71b69ce0/rihanna_van_onderen.html"" target=""_blank"">Rihanna van onderen</a><br>

<a href=""http://www.dumpert.nl/mediabase/6816311/e7e23073/meningsverschil_oplossen_op_school.html"" target=""_blank"">Meningsverschil oplossen op school</a><br>

<a href=""http://www.dumpert.nl/mediabase/6817759/c8aa7aa0/je_mag_niet_van_je_fiets_vloggen.html"" target=""_blank"">Je mag niet van je fiets vloggen</a><br>

<a href=""http://www.dumpert.nl/mediabase/6819905/66576733/will_grigg_krijgt_warm_welkom.html"" target=""_blank"">Will Grigg krijgt warm welkom</a><br>

<a href=""http://www.dumpert.nl/mediabase/6819713/265333a3/spelers_van_ijsland_met_hun_publiek.html"" target=""_blank"">Spelers van IJsland met hun publiek</a><br>

<a href=""http://www.dumpert.nl/mediabase/6819029/590ed94f/tuig_krijgt_verdiende_loon.html"" target=""_blank"">Tuig krijgt verdiende loon</a><br>

<a href=""http://www.dumpert.nl/mediabase/6818237/abd58526/plankje_des_faal.html"" target=""_blank"">Plankje des faals</a><br>

<a href=""http://www.dumpert.nl/mediabase/6817675/0dc5bbd3/ik_ben_je_vrouw_badr_.html"" target=""_blank"">Ik ben je vrouw Badr</a><br>

<a href=""http://www.dumpert.nl/mediabase/6814013/a9b2e24b/3,_2,_1_.html"" target=""_blank"">3,2, 1.</a><br>

<a href=""http://www.dumpert.nl/mediabase/6818035/70cedab0/rapper_klinkt_bekend.html"" target=""_blank"">Rapper klinkt bekend</a><br>

<a href=""http://www.dumpert.nl/mediabase/6819551/c0639ffc/kaarten_met_tourettepapa.html"" target=""_blank"">Kaarten met Tourettepapa</a><br>

<a href=""http://www.dumpert.nl/mediabase/6813919/1d3b681d/gezellig_met_de_bruid_op_de_foto.html"" target=""_blank"">Gezellig met de bruid op de foto</a><br>

<a href=""https://www.youtube.com/channel/UCOUWd8X3nHYx-KgHbaKywYQ"" target=""_blank"">No Limits Network YouTube-kanaal</a><br>
</p>";"a:2:{i:0;s:1:""2"";i:1;s:1:""4"";}"
"60";"DUMPERTREETEN (60)";"2016-07-07";"6827775/41839268/";"vt8gE6x-vgs";"<p>Het is weer woensdag DumpertReeten-dag! Met in deze extra speciaalnormale aflevering van de meest populaire webshow in 's-Gravenzande en omstreken uw favoriete internet-connaisseurs Quid en VanLeeuwen. Vijf Reeten!

<br><br>Dit zijn de filmpjes die worden gereet:<br><br>

<a href=""http://www.dumpert.nl/mediabase/6825529/644e2349/re_de_wc_schoonmaken_les_1.html"" target=""_blank"">Re: De WC schoonmaken les 1</a><br>

<a href=""http://www.dumpert.nl/mediabase/6827265/f69d4267/totale_schijt_aan_alles.html"" target=""_blank"">Totale schijt aan alles</a><br>

<a href=""http://www.dumpert.nl/mediabase/6827073/443b8e4d/bom,_bommeronie.html"" target=""_blank"">Bom, bommeronie</a><br>

<a href=""http://www.dumpert.nl/mediabase/6827279/b459fb95/vriend_fucken_bij_drive_in.html"" target=""_blank"">Vriend fucken bij Drive-in</a><br>

<a href=""http://www.dumpert.nl/mediabase/6826353/3f4df646/juiste_reactie_op_een_prank.html"" target=""_blank"">Juiste reactie op een prank</a><br>

<a href=""http://www.dumpert.nl/mediabase/6826059/e00f53ac/ik_ga_op_vakantie_en_neem_mee.html"" target=""_blank"">Ik ga op vakantie en neem mee</a><br>

<a href=""http://www.dumpert.nl/mediabase/6824515/66b7933f/de_oom_van_het_jaar.html"" target=""_blank"">De oom van het jaar</a><br>

<a href=""http://www.dumpert.nl/mediabase/6822471/530879e9/praatjesmakert_wordt_gecorrigeerd.html"" target=""_blank"">Praatjesmakert wordt gecorrigeerd</a><br>

<a href=""http://www.dumpert.nl/mediabase/6824357/ef4ce1f1/goocheltruc_op_poolse_tv.html"" target=""_blank"">Goocheltruc op Poolse TV</a><br>

<a href=""http://www.dumpert.nl/mediabase/6822941/23d6c452/reaguurder_ontmoette_dafne_schippers_op_dumpert.html"" target=""_blank"">Nicky Romero ontmoette Dafne Schippers dankzij Dumpert</a><br>

<a href=""http://www.dumpert.nl/mediabase/6827321/dc8eef01/douchende_vriendin_pesten.html"" target=""_blank"">Douchende vriendin pesten</a><br>

<a href=""http://www.dumpert.nl/mediabase/6826861/6d05f42d/wie_is_de_lekkerste_chick_.html"" target=""_blank"">Wie is de lekkerste chick</a><br>

<a href=""http://www.dumpert.nl/mediabase/6825433/0ea2a95d/pornoactrices_doen_ook_running_man.html"" target=""_blank"">Porno-actrices doen ook Running Man</a><br>

(PS. Aaron (en anderen), bedankt voor je inzending voor de <a href=""http://www.dumpert.nl/mediabase/6821881/a2b7ddf5/dumpertreetontwerpwedstrijd.html"" target=""_blank""> DUMPERTREETONTWERPWEDSTRIJD </a> maar je ontwerp was net ff iets te groot om nog op tijd in de edit te krijgen, sorry)</p>";"a:2:{i:0;s:1:""2"";i:1;s:1:""4"";}"
"61";"DUMPERTREETEN (61)";"2016-07-13";"6834651/5b6af26f/";"84ObxUtpdDI";"<p>Marleen en Melissa namen tijdens deze super enge aflevering van DumpertReeten (61) de Dumpert-Snapchat over, Quid had een mooi shirtje aan en VanLeeuwen z'n haar zat wild = VIJF REETEN! 

<br><br>Dit zijn de filmpjes die worden gereet:<br><br>

<a href=""http://www.dumpert.nl/mediabase/6833841/33539dd3/meisje_dankt_jongens_voor_serenade_.html"" target=""_blank"">Meisje dankt jongens voor serenade</a><br>

<a href=""http://www.dumpert.nl/mediabase/6832099/02aac5fe/wiel_is_er_klaar_mee.html"" target=""_blank"">Wiel is er klaar mee</a><br>

<a href=""http://www.dumpert.nl/mediabase/6832893/1455af8a/boze_trucker_smijt_combinatie_voor_luxewagen.html"" target=""_blank"">Boze trucker smijt combinatie voor luxewagen</a><br>

<a href=""http://www.dumpert.nl/mediabase/6833597/ff093b99/pokemon_go_spelers_zijn_prutsers.html"" target=""_blank"">Pokémon Go spelers zijn prutsers</a><br>

<a href=""http://www.dumpert.nl/mediabase/6834043/fada7143/pok_politie.html"" target=""_blank"">Poképolitie</a><br>

<a href=""http://www.dumpert.nl/mediabase/6832979/462bf3e8/de_mcflip.html"" target=""_blank"">De McFlip</a><br>

<a href=""http://www.dumpert.nl/mediabase/6832503/50b829cb/de_mcfittie.html"" target=""_blank"">De McFittie</a><br>

<a href=""http://www.dumpert.nl/mediabase/6831067/91567fa0/1_dronkaard_versus_gehele_bredase_politie.html"" target=""_blank"">1 Dronkaard versus gehele Bredase politie</a><br>

<a href=""http://www.dumpert.nl/mediabase/6831161/ed8810e1/pwnd._stier_maakt_stierenvechter_kapotdood.html"" target=""_blank"">Pwnd. Stier maakt stierenvechter kapotdood</a><br>

<a href=""http://www.dumpert.nl/mediabase/6830229/25be02c4/dokter_fixt_knie.html"" target=""_blank"">Dokter fixt knie</a><br>

<a href=""http://www.dumpert.nl/mediabase/6828839/00eb380f/tokkielul_wil_vest.html"" target=""_blank"">Tokkielul wil vest</a><br>

<a href=""http://www.dumpert.nl/mediabase/6832517/d9836197/goeie_timing_quid.html"" target=""_blank"">Goeie timing Quid</a><br>

<a href=""http://www.dumpert.nl/mediabase/6832643/ec890a4b/toet.html"" target=""_blank"">Toet</a><br></p>";"a:4:{i:0;s:1:""2"";i:1;s:1:""4"";i:2;s:1:""7"";i:3;s:1:""9"";}"
"62";"DUMPERTREETEN (62)";"2016-07-20";"6839973/c538a646/";"QSL5V_QDH4g";"<p>In deze extra speciale special van DUMPERTREETEN (62) brengen Quid en VanLeeuwen u volledig op de internethoogte live (maar dan anders) vanaf een catamaran te Ibiza. Wat een straf weer voor de boys.<br>
<strong>Heel veel dank aan <a href=""https://www.instagram.com/missmarlifox/"" target=""_blank"">MISS MARLIFOX</a> en <a href=""http://www.charteralia.com"" target=""_blank"">CharterAlia</a> voor het verzorgen van de awesome boottrip!</strong> Cinco kulo's!

<br><br>Dit zijn de filmpjes die worden gereet:<br><br>

<a href=""http://www.dumpert.nl/mediabase/6835137/00c5be57/twerken_op_teevee.html"" target=""_blank"">Twerken op teevee</a><br>

<a href=""http://www.dumpert.nl/mediabase/6838251/1c34d152/hardwell_trollt_publiek_met_pokemon_tune.html"" target=""_blank"">Hardwell trollt publiek met Pokémon tune</a><br>

<a href=""http://www.dumpert.nl/mediabase/6835953/e1736261/ik_help_wel_even.html"" target=""_blank"">Ik help wel even</a><br>

<a href=""http://www.dumpert.nl/mediabase/6837101/f68028ec/bullseye_.html"" target=""_blank"">Bullseye</a><br>

<a href=""http://www.dumpert.nl/mediabase/6837575/9b6a3f32/pubers_pesten_fietsmeneer.html"" target=""_blank"">Pubers pesten fietsmeneer</a><br>

<a href=""http://www.dumpert.nl/mediabase/6835509/44db628b/negert_zoekt_ruzie.html"" target=""_blank"">Negert zoekt ruzie</a><br>

<a href=""http://www.dumpert.nl/mediabase/6838421/60564e64/vmbo_boys_vechten_het_uit.html"" target=""_blank"">VMBO-boys vechten het uit</a><br>

<a href=""http://www.dumpert.nl/mediabase/6835845/e9d18c62/eerste_werkdag.html"" target=""_blank"">Eerste werkdag</a><br>

<a href=""http://www.dumpert.nl/mediabase/6836751/97852c4a/nieuwe_standaard_shotjes_drinken.html"" target=""_blank"">Nieuwe standaard shotjes drinken</a><br>

<a href=""http://www.dumpert.nl/mediabase/6832845/b5cce17f/hoe_dom_kan_je_zijn.html"" target=""_blank"">Hoe dom kan je zijn</a><br>

<a href=""http://www.dumpert.nl/mediabase/6836901/cf5e33d5/bijzondere_pok_mon_gespot.html"" target=""_blank"">Bijzondere Pokémon gespot</a><br>

<a href=""http://www.dumpert.nl/mediabase/6838429/d3cc857d/dus_jij_wil_een_watergevecht_doen_.html"" target=""_blank"">Dus jij wil een watergevecht doen?</a><br>

<a href=""http://www.dumpert.nl/mediabase/6836799/da9b2f2d/russische_road_rage.html"" target=""_blank"">Russische road rage</a><br><br></p>";"a:4:{i:0;s:1:""2"";i:1;s:1:""4"";i:2;s:2:""21"";i:3;s:2:""22"";}"
"63";"DUMPERTREETEN (63)";"2016-07-27";"6845679/28f3f603/";"EpAQ3O21u-k";"<p>Wat een feest! Gwen is terug voor deze super sappige aflevering van DumpertReeten! Met inclusief natuurlijk uw favoriete web-tjappies Quid en VanLeeuwen, die deze week extra hun best doen om hun ontluikende bromance onder het tapijt te schuiven. Vier reeten!

<br><br>Dit zijn de filmpjes die worden gereet:<br><br>


<a href=""http://www.dumpert.nl/mediabase/6839853/4576a8f7/heet_in_mexico_is_het_pas_heet.html"" target=""_blank"">Heet? In Mexico is het pas heet</a><br>

<a href=""http://www.dumpert.nl/mediabase/6844485/aaef911a/fietspuber_heeft_schijt_aan_bewaking.html"" target=""_blank"">Fietspuber heeft schijt aan bewaking</a><br>

<a href=""http://www.dumpert.nl/mediabase/6844783/8355b0b9/bitchfight_in_de_taxi.html"" target=""_blank"">Bitchfight in de taxi</a><br>

<a href=""http://www.dumpert.nl/mediabase/6844861/750271ab/dumperttv_gaat_ijsje_halen_bij_bob_s_ijs.html"" target=""_blank"">DumpertTV gaat ijsje halen bij Bob's IJs</a><br>

<a href=""http://www.dumpert.nl/mediabase/6843557/1b505031/een_rondje_te_veel.html"" target=""_blank"">Een rondje te veel</a><br>

<a href=""http://www.dumpert.nl/mediabase/6843587/d579680b/buschauffeur_speelt_pokemongo_op_de_n11.html"" target=""_blank"">Busschauffeur speelt Pokémon Go op de N11</a><br>

<a href=""http://www.dumpert.nl/mediabase/6845155/888776ff/bejaarde_dist_pok_monnerds.html"" target=""_blank"">Bejaarde dist Pokémonnerds</a><br>

<a href=""http://www.dumpert.nl/mediabase/6843647/535006c7/steunende_vriendin.html"" target=""_blank"">Steunende vriendin</a><br>

<a href=""http://www.dumpert.nl/mediabase/6841187/fd62d6c2/complete_publiek_opschuiven.html"" target=""_blank"">Complete publiek opschuiven</a><br>

<a href=""http://www.dumpert.nl/mediabase/6839413/628fca01/man_blaast_zichzelf_op.html"" target=""_blank"">Man blaast zichzelf op</a><br>

<a href=""http://www.dumpert.nl/mediabase/6841407/7c1e1439/goed_schudden_.html"" target=""_blank"">Goed schudden</a><br>

<a href=""http://www.dumpert.nl/mediabase/6843989/ba98fc6c/wout_de_stuntman.html"" target=""_blank"">Wout de Stuntman</a><br>

<a href=""http://www.dumpert.nl/mediabase/6843601/e614c6ab/zwarte_cross_escalatie.html"" target=""_blank"">Zwarte Cross escalatie</a><br></p>";"a:3:{i:0;s:1:""2"";i:1;s:1:""4"";i:2;s:1:""5"";}"
"64";"DUMPERTREETEN (64)";"2016-08-03";"6850915/6a71920a/";"KFbWPnBb-_4";"<p>Deze week met Tim Hofman en Quid! René is op vakantie. En Nick ook. Quid wilde het per se alleen doen en dat heeft 'ie geweten:<br><br>

Dit zijn de filmpje die worden gereet:<br><br>

<a href=""http://www.dumpert.nl/mediabase/6846789/cf26ab7f/ik_gooi_er_wel_wat_water_op.html"" target=""_blank"">Ik gooi er wel wat water op</a><br>
<a href=""http://www.dumpert.nl/mediabase/6848847/d7ea2c75/het_is_gezellig_hier.html"" target=""_blank"">Het is hier gezellig</a><br>
<a href=""http://www.dumpert.nl/mediabase/6848871/191036d3/voor_sommige_dingen_ben_je_te_oud.html"" target=""_blank"">Voor sommige dingen ben je te oud</a><br>
<a href=""http://www.dumpert.nl/mediabase/6846223/56d169f4/man_wordt_heulmaal_gek_in_de_basic_fit.html"" target=""_blank"">Man wordt heulmaal gek in de Basic Fit</a><br>
<a href=""http://www.dumpert.nl/mediabase/6849671/6bcf9e50/politie_santpoort_schiet_agressieve_hond_dood.html"" target=""_blank"">Politie Santpoort schiet agressieve hond dood</a><br>
<a href=""http://www.dumpert.nl/mediabase/6849459/8d71d8bb/vakantie_in_thailand.html"" target=""_blank"">Vakantie in Thailand</a><br>
<a href=""http://www.dumpert.nl/mediabase/6846797/0b91bfb5/enkel_gebroken.html"" target=""_blank"">Enkel gebroken?</a><br>
<a href=""http://www.dumpert.nl/mediabase/6848765/016fe021/pokemon_go_chaos_op_kijkduin_om_blastoise.html"" target=""_blank"">Pokemon chaos op Kijkduin</a><br>
<a href=""http://www.dumpert.nl/mediabase/6846341/23678f59/knul_tijdens_muziekles.html"" target=""_blank"">Knul tijdens muziekles</a><br>
<a href=""http://www.dumpert.nl/mediabase/6849721/68676c12/fitness_fail_van_de_maand.html"" target=""_blank"">Fitness fail van de maand</a><br>
<a href=""http://www.dumpert.nl/mediabase/6847859/16606ca6/flikker_op_instasnol.html"" target=""_blank"">Flikker op instasnol</a><br>
<a href=""http://www.dumpert.nl/mediabase/6849743/0957616a/bitchfight_in_de_bios.html"" target=""_blank"">Bitchfight in de bios</a><br>
<a href=""http://www.dumpert.nl/mediabase/6848349/db25ad97/altijd_naar_oma_luisteren.html"" target=""_blank"">Altijd naar oma luisteren</a><br>
<a href=""http://www.dumpert.nl/mediabase/6849147/04a178f3/opa_geniet_stiekem_mee.html"" target=""_blank"">Opa geniet stiekem mee</a><br>
</p>";"a:2:{i:0;s:1:""4"";i:1;s:2:""23"";}"
"65";"DUMPERTREETEN (65)";"2016-08-10";"6856363/2a268515/";"KBk6p4stkVo";"<p>Deze week doet Quid het samen met Nochtli. Met fusten bier, vallende veertigers en geven we eindelijk de Fapmachine Deluxe™ weg.<br><br>

Dit zijn de filmpje die worden gereet:<br><br>

<a href=""http://www.dumpert.nl/mediabase/6854645/eed638f7/inbreker_met_talent.html"" target=""_blank"">Inbreker met talent</a><br>
<a href=""http://www.dumpert.nl/mediabase/6854135/2a3e64d4/vrouw_verlaat_baan.html"" target=""_blank"">Vrouw verlaat baan</a><br>
<a href=""http://www.dumpert.nl/mediabase/6853873/3dbae752/even_een_nieuw_flesje_openen.html"" target=""_blank"">Even een nieuw flesje openen</a><br>
<a href=""http://www.dumpert.nl/mediabase/6854179/5f71d8c7/ouders_kunnen_spanning_niet_aan.htmll"" target=""_blank"">Ouders kunnen spanning niet aan</a><br>
<a href=""http://www.dumpert.nl/mediabase/6853177/031e0e3d/matige_landing.html"" target=""_blank"">Matige landing</a><br>
<a href=""http://www.dumpert.nl/mediabase/6851239/40dedb4e/hoe_lang_zijn_jullie_al_samen_.html"" target=""_blank"">Hoe lang zijn jullie al samen?</a><br>
<a href=""http://www.dumpert.nl/mediabase/6851991/7b02f6fa/ghostrider_is_terug_.html"" target=""_blank"">Ghostrider is terug</a><br>
<a href=""http://www.dumpert.nl/mediabase/6851967/ebcd037c/vrijdagmiddag_lachyoga.html"" target=""_blank"">Vrijdagmiddag Lachyoga</a><br>
<a href=""http://www.dumpert.nl/mediabase/6851691/260478a4/pliesie_pakt_niet_meewerkend_knaapje_aan.html"" target=""_blank"">Pliesie pakt niet meewerkend knaapje aan</a><br>
<a href=""http://www.dumpert.nl/mediabase/6851505/14069dfc/kids_horen_mama_neukseksen.html"" target=""_blank"">Kids horen mama neukseksen</a><br>
<a href=""http://www.dumpert.nl/mediabase/6851189/a3f4b622/man_(41)_doet_tarzan_na.html"" target=""_blank"">Man (41) doet tarzan na</a><br></p>";"a:2:{i:0;s:1:""4"";i:1;s:2:""13"";}"
"66";"DUMPERTREETEN (66)";"2016-08-17";"6861447/0064d36e/";"nk67G5UtRmE";"<p>Met onze eigen Indiase developer Gagan!

<br><br>

Dit zijn de filmpje die worden gereet:<br><br>

<a href=""http://www.dumpert.nl/mediabase/6860241/a4d9922d/belletje_trekken.html"" target=""_blank"">Belletje trekken</a><br>
<a href=""http://www.dumpert.nl/mediabase/6859853/32d64550/kom_dan_vieze_kutstier_.html"" target=""_blank"">Kom dan, vieze kutstier</a><br>
<a href=""http://www.dumpert.nl/mediabase/6858993/c33c9446/de_winnende_sprong_fan_oane_galema_fierljeppen.html"" target=""_blank"">De winnende sprong fan Oane Galema #fierljeppen</a><br>
<a href=""http://www.dumpert.nl/mediabase/6857397/e0ea91dd/blackjackdealers_fucken.html"" target=""_blank"">Blackjackdealers fucken</a><br>
<a href=""http://www.dumpert.nl/mediabase/6855825/20624760/haal_jij_de_parasol_even_binnen_.html"" target=""_blank"">Haal jij de parasol even binnen?</a><br>
<a href=""http://www.dumpert.nl/mediabase/6854975/19d61d9e/rekken_en_strekken.html"" target=""_blank"">Rekken en strekken</a><br>
<a href=""http://www.dumpert.nl/mediabase/6855007/ced6ea5e/ik_was_zo_snel_.html"" target=""_blank"">En ik was zo snel!</a><br>
<a href=""http://www.dumpert.nl/mediabase/6860493/35a52c94/nl_handbalmeisjes_slopen_brazilie_in_rio.html"" target=""_blank"">NL handbalmeisjes slopen Brazilie in Rio</a><br>
<a href=""http://www.dumpert.nl/mediabase/6855609/6b239fac/motorlul_filmt_eigen_crash.html"" target=""_blank"">Motorlul filmt eigen crash</a><br>
<a href=""http://www.dumpert.nl/mediabase/6860205/0e10409b/nederlandse_douchebag_zoent_met_strandsletjes.html"" target=""_blank""> Nederlandse douchebag zoent met strandsletjes</a><br></p>";"a:2:{i:0;s:1:""4"";i:1;s:2:""24"";}"
"67";"DUMPERTREETEN 67 MET BRABONEGER!";"2016-08-31";"6871355/7efda3e0/";"tMPn9H4Su9w";"<p>Steven Brunswijk is back in DumpertReeten! Samen met de altijd opgewekte Quid en VanLeeuwen neemt hij de afgelopen twee weken door én probeert hij u te interesseren voor zijn epische cabaretvoorstelling <a href=""http://deschalm.com/programma/als-kon-try-out-steven-brunswijk/"" target=""_blank"">Als ik mezelf kon zijn</a><br>.

<br><br>Dit zijn de filmpjes die worden gereet:<br><br>

<a href=""http://www.dumpert.nl/mediabase/6870541/5f8b887d/belofte_maakt_schuld.html"" target=""_blank"">Belofte maakt schuld (uncensored)</a><br>

<a href=""http://www.dumpert.nl/mediabase/6870983/c9f5bfa0/brandweerdude_doet_tukje.html"" target=""_blank"">Brandweerdude doet tukje</a><br>

<a href=""http://www.dumpert.nl/mediabase/6869485/c4c02dff/fifi_gaat_staatslot_kopen.html"" target=""_blank"">Fifi gaat staatslot kopen</a><br>

<a href=""http://www.dumpert.nl/mediabase/6870281/e17a7c68/hete_peper_sloopt_youtiet_meisjes.html"" target=""_blank"">Hete peper sloopt YouTiet meisjes</a><br>

<a href=""http://www.dumpert.nl/mediabase/6869799/27a3252d/drankje_.html"" target=""_blank"">Drankje?</a><br>

<a href=""http://www.dumpert.nl/mediabase/6869905/254ad51e/dude_is_direct.html"" target=""_blank"">Dude is direct</a><br>

<a href=""http://www.dumpert.nl/mediabase/6868679/faad174a/vloer_eet_vrouw_op.html"" target=""_blank"">Vloer eet vrouw op</a><br>

<a href=""http://www.dumpert.nl/mediabase/6866517/e5c91b28/white_men_can_jump.html"" target=""_blank"">White men can jump</a><br>

<a href=""http://www.dumpert.nl/mediabase/6866983/74bbdb7f/truckerfight.html"" target=""_blank"">Truckerfight!</a><br>

<a href=""http://www.dumpert.nl/mediabase/6865775/9e06a915/dikke_turk_bitchslapt_6_gasten_ko.html"" target=""_blank"">Dikke Turk bitchslapt 6 gasten KO</a><br>

<a href=""http://www.dumpert.nl/mediabase/6861577/5fecac6a/bandje_monteren_met_boem.html"" target=""_blank"">Bandje monteren met boem</a><br>

<a href=""http://www.dumpert.nl/mediabase/6864367/1a7abdc3/timmermansgrap.html"" target=""_blank"">Timmermansgrap</a><br>

<a href=""http://www.dumpert.nl/mediabase/6868847/2375b18f/man_in_jurk_slachtoffer_van_vallende_politiemotor.html"" target=""_blank"">Motoragent duwt man in jurk</a><br>

<a href=""http://www.dumpert.nl/mediabase/6870443/186d3654/havik_verpest_familie_bbq.html"" target=""_blank"">Havik verpest familie-bbq</a><br>

<a href=""http://www.dumpert.nl/mediabase/6869263/e1d60787/we_gaan_slapen.html"" target=""_blank"">We gaan slapen</a><br>

<a href=""http://www.dumpert.nl/mediabase/6869511/478cd0d0/hey,_hoer_.html"" target=""_blank"">Hey, hoer!</a><br></p>";"a:3:{i:0;s:1:""2"";i:1;s:1:""4"";i:2;s:1:""8"";}"
"68";"DUMPERTREETEN (68)";"2016-09-07";"6877021/bc11807a/";"GBck5v58LaI";"<p>Deze week is Lisa te gast in DumpertReeten 68! Samen met Quid en VanLeeuwen voorziet de ster van de <a href=""http://www.dumpert.nl/mediabase/6874751/06003adf/dumpert_filmt_je_werkplek_s01e01.html"" target=""_blank"">eerste aflevering</a> van Dumpert Filmt Je Werkplek ieder filmpje van deskundig commentaar. Vijf reeten!

<br><br>Dit zijn de filmpjes die worden gereet:<br><br>

<a href=""http://www.dumpert.nl/mediabase/6876551/af54e16b/meisje_doet_barbecuedans.html"" target=""_blank"">Meisje doet barbecuedans</a><br>

<a href=""http://www.dumpert.nl/mediabase/6875831/734b0a6b/lil_kleine_krijgt_bouwhekken_als_beveiliging.html"" target=""_blank"">Lil Kleine krijgt bouwhekken als beveiliging</a><br>

<a href=""http://www.dumpert.nl/mediabase/6875031/66e404c0/ruzie_met_oma_in_de_bus.html"" target=""_blank"">Ruzie met oma in de bus</a><br>

<a href=""http://www.dumpert.nl/mediabase/6874277/fa50998c/gorillafamilie_wandelt_mensenkamp_in.html"" target=""_blank"">Gorillafamilie wandelt mensenkamp in</a><br>

<a href=""http://www.dumpert.nl/mediabase/6874189/763d0f1a/pitstop_bij_vreemde_auto.html"" target=""_blank"">Pitsstop bij vreemde auto</a><br>

<a href=""http://www.dumpert.nl/mediabase/6876385/e4974c00/handremmetje_vergeten.html"" target=""_blank"">Handremmetje vergeten</a><br>

<a href=""http://www.dumpert.nl/mediabase/6874271/8dcc6daf/schreeuwkip_techno.html"" target=""_blank"">Schreeuwkip techno</a><br>

<a href=""http://www.dumpert.nl/mediabase/6871843/a96e976a/moreel_dilemma.html"" target=""_blank"">Moreel dilemma</a><br>

<a href=""http://www.dumpert.nl/mediabase/6871737/c2d9767c/1e_kopschopvideo_van_het_nieuwe_schooljaar.html"" target=""_blank"">Eerste kopschopvideo van het nieuwe schooljaar</a><br>

<a href=""http://www.dumpert.nl/mediabase/6874979/64c05684/nep_vechten_op_je_bek.html"" target=""_blank"">Nep vechten op je bek</a><br>

<a href=""http://www.dumpert.nl/mediabase/6873411/c27c86b3/vrouw_aan_het_klussen.html"" target=""_blank"">Vrouw aan het klussen</a><br></p>";"a:3:{i:0;s:1:""2"";i:1;s:1:""4"";i:2;s:2:""25"";}"
